Efficacy of CS,average donations,average time,average praying
0,1.6605456822666e-13,2.00977658751965e-13,3.60212507509712e-14
0.857142857142857,6.11075930406651e-13,1.20479603389735e-12,1.37478492626229e-13
1.71428571428571,9.41984322519338e-13,1.9466166962963e-12,7.95474509320997e-14
2.57142857142857,0.000130976698921091,0.000278642512621939,2.4148873787777e-14
3.42857142857143,0.00120876611539915,0.00196157270054494,4.03987388532742e-12
4.28571428571429,0.00297702765196782,0.00456598700550704,7.83459110979589e-16
5.14285714285714,0.00514694542784266,0.00784684596559461,4.92583084803851e-15
6,0.00793778507739328,0.0118531832450361,1.61083651368985e-14
