ID,time,rel,educ,crime,age,savings,donations,voluntary,consume,pray,leisure,employed
1475,1,1,2,1,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
2,1,2,2,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
3,1,5,3,1,3,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1066,1,1,2,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1329,1,1,1,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1400,1,3,1,2,2,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1001,1,2,2,1,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
8,1,2,3,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
9,1,2,1,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
10,1,4,3,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1476,1,5,2,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
12,1,5,2,2,1,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1331,1,2,2,2,3,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1205,1,2,3,2,1,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
15,1,1,3,1,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
16,1,1,3,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1264,1,2,1,1,2,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1067,1,3,2,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1332,1,5,1,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
20,1,2,1,1,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
21,1,2,3,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
22,1,3,2,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
23,1,2,3,1,2,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
24,1,1,2,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1541,1,1,2,1,2,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
1206,1,5,2,2,1,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
1478,1,3,2,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
28,1,2,1,1,2,0,0,0,0.450516006678638,0.0173193652670291,0.458644674939925,0
29,1,2,2,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1068,1,2,2,2,2,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
31,1,4,2,1,2,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
1002,1,3,2,2,3,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
1479,1,1,1,2,3,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
34,1,5,1,1,1,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
1402,1,5,3,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1403,1,2,1,2,2,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
1207,1,1,3,2,1,0,0,0,0.450516006678638,0.0173193652670291,0.458644674939925,0
1480,1,4,2,1,3,0,0,0,0.450516006678638,0.0173193652670291,0.458644674939925,0
39,1,1,2,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
40,1,4,2,2,3,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
41,1,1,3,2,2,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
1404,1,2,3,2,3,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
1542,1,5,2,1,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
44,1,1,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1265,1,3,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1208,1,2,3,2,1,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
47,1,1,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1069,1,2,2,2,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
49,1,5,3,1,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1209,1,2,3,1,1,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
51,1,1,1,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1210,1,2,3,2,1,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
53,1,1,2,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
54,1,2,1,2,2,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
55,1,2,1,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1405,1,1,2,1,2,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
1266,1,2,2,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
58,1,3,1,2,3,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
1267,1,4,2,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
60,1,2,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
61,1,5,2,1,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1601,1,5,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
63,1,1,2,2,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
64,1,2,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
65,1,1,3,1,2,0,0,0,0.481826445054014,0.0337029000367263,0.465601954708028,0
1211,1,2,2,1,1,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
1602,1,3,2,2,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
68,1,2,2,2,3,0,0,0,0.481826445054014,0.0337029000367263,0.465601954708028,0
69,1,1,2,2,2,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
1212,1,2,2,2,1,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
1148,1,4,3,2,3,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
72,1,2,3,1,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
73,1,2,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
74,1,1,3,2,2,0,0,0,0.481826445054014,0.0337029000367263,0.465601954708028,0
75,1,5,1,2,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
1603,1,1,2,1,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
77,1,2,3,1,3,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
78,1,5,1,2,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
79,1,3,2,1,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
80,1,1,3,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
81,1,3,2,2,3,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
1406,1,4,2,2,2,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
83,1,2,2,2,2,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
84,1,4,2,2,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
85,1,1,3,2,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
86,1,2,2,1,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
1335,1,5,2,2,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
1604,1,4,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1213,1,3,1,1,1,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
90,1,1,1,1,3,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
91,1,3,2,1,2,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
1004,1,3,3,1,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
93,1,5,3,2,2,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
1482,1,1,3,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1005,1,5,2,1,3,0,0,0,0.481826445054014,0.0337029000367263,0.465601954708028,0
1214,1,2,2,2,1,0,0,0,0.578615985816168,0.0361327624222373,0.495421681964332,1
1483,1,3,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
98,1,4,3,2,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
99,1,3,2,1,2,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
100,1,5,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
101,1,1,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
102,1,2,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
103,1,2,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1215,1,2,3,1,1,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
1484,1,1,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
106,1,5,3,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1151,1,5,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
108,1,1,3,2,3,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
109,1,4,3,1,2,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
1407,1,1,3,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1408,1,5,2,2,2,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
112,1,2,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1409,1,1,3,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
114,1,1,2,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
115,1,3,3,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
116,1,2,1,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
117,1,5,1,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
118,1,4,2,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
119,1,3,2,2,1,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
120,1,1,2,2,1,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1152,1,2,3,1,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
1544,1,2,2,1,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1153,1,5,3,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
124,1,2,1,1,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
125,1,2,2,2,3,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
1605,1,3,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
127,1,5,3,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
128,1,1,2,2,2,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
1070,1,5,2,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1606,1,5,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1607,1,5,2,1,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
132,1,5,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
133,1,4,3,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
134,1,3,2,2,1,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
135,1,5,2,1,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
136,1,5,2,2,2,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
1216,1,5,1,1,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
138,1,1,3,1,2,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
1217,1,3,3,1,1,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
140,1,3,2,2,3,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
1487,1,1,2,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1410,1,2,2,2,2,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1218,1,4,2,1,1,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
144,1,5,1,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1608,1,1,1,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
146,1,5,2,1,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
1546,1,2,1,1,2,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
148,1,1,1,2,1,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
149,1,2,1,1,2,0,0,0,0.480782787943808,0.0336138082099361,0.464454543805636,0
150,1,1,2,1,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
151,1,3,3,2,3,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
1488,1,2,2,2,3,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
1219,1,3,2,1,2,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1158,1,5,1,2,3,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1609,1,1,3,2,3,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1610,1,4,3,2,3,0.00468308361490116,4.16068308720399e-18,5.84344263707828e-18,0.540050323879649,0.018734563229671,0.487952417509641,1
157,1,2,2,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
158,1,5,3,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1268,1,3,1,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
160,1,5,1,1,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
161,1,3,2,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
162,1,3,1,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
163,1,2,1,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
164,1,1,1,1,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
165,1,3,3,1,2,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
1489,1,1,1,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
167,1,1,1,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
168,1,5,1,2,3,0,0,0,0.449263954844508,0.0172505894161917,0.457161712586995,0
169,1,2,2,1,1,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
170,1,1,1,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1011,1,1,1,1,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
172,1,2,3,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
173,1,1,1,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
174,1,4,2,2,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
175,1,1,2,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
176,1,2,2,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
177,1,3,3,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
178,1,1,2,1,2,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
179,1,1,3,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1337,1,1,3,2,3,0.00251556372965814,0,0,0.539854008294894,0.0187250523774256,0.487766645567856,1
1611,1,4,1,2,3,0,0,0,0.577583940366389,0.0360550657299205,0.494528174910007,1
1269,1,2,3,2,2,0,0,0,0.479571548318968,0.0335104106957504,0.463122890394417,0
1547,1,5,2,2,2,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
184,1,5,2,2,2,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
185,1,1,2,1,2,0,0,0,0.576386176914023,0.0359648930941643,0.493491195294108,1
